cow_id,ground_truth_weight_kg,ground_truth_heart_girth_cm,upper_valley_ratio_from_rear,lower_valley_ratio_from_rear,valley_longitudinal_offset_m,virtual_chest_ratio_from_rear,upper_valley_halfwidth_m,lower_valley_halfwidth_m,virtual_chest_width_m,rightview_chest_depth_m,ellipse_chest_area_m2,pca_torso_length_m,ellipse_area_times_torso_length_m3,rightview_depth_valid_profile_count,rightview_depth_profile_coverage_median,rightview_ground_fit_inlier_fraction,rightview_source_ply,virtual_width_formula,ellipse_area_formula,depth_window_definition,method_version,status
24,441.0,177.0,0.643815623886361,0.5193806713705096,0.23000000000000032,0.5815981476284353,0.21366285985553085,0.1911136682674484,0.40477652812297926,0.5700000000000004,0.1812091228112847,1.35,0.24463231579523437,11,1.0,0.8824666666666666,dataset/24/right-13.49.32.068.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
25,434.0,174.0,0.5903850876081421,0.5625367344190788,0.050000000000000044,0.5764609110136105,0.15484973832783536,0.24192465093277082,0.39677438926060615,0.5600000000000006,0.1745104909007178,1.33,0.23209895289795468,11,1.0,0.9716666666666667,dataset/25/right-13.52.04.645.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
26,414.0,174.0,0.5736631636390935,0.5295352279745478,0.08000000000000007,0.5515991958068207,0.1639101058953949,0.22511036693019296,0.3890204728255878,0.5500000000000006,0.16804478068467318,1.32,0.22181911050376862,11,1.0,0.9859333333333333,dataset/26/right-13.56.26.505.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
27,400.0,174.0,0.6005517024963413,0.5665582099022087,0.06000000000000005,0.583554956199275,0.24338266010685203,0.19937335102982204,0.44275601113667407,0.5800000000000005,0.20168905962835607,1.34,0.27026333990199713,11,1.0,0.9365333333333333,dataset/27/right-15.30.41.954.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
28,464.0,183.0,0.5481841629530718,0.5770359610032335,0.050000000000000044,0.5626100619781527,0.16179942553032012,0.28215003060590477,0.4439494561362249,0.5700000000000006,0.19874593986969183,1.28,0.25439480303320555,11,1.0,0.9943333333333333,dataset/28/right-15.36.47.043.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
39,437.0,179.0,0.5190246970282869,0.5971574471185667,0.14000000000000012,0.5580910720734268,0.22586759968784204,0.18671833369237595,0.412585933380218,0.8000000000000009,0.25923538745635644,1.43,0.3707066040625897,11,0.9629629629629629,0.966,dataset/39/right-16.21.22.394.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
50,410.0,184.0,0.5446513470790088,0.5718839144329593,0.050000000000000044,0.558267630755984,0.1784735976452707,0.24994237145782455,0.42841596910309526,0.6000000000000006,0.20188626918222558,1.33,0.26850873801236,11,1.0,0.9661333333333333,dataset/50/right-17.57.16.366.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
51,431.0,176.0,0.588920327470987,0.5671084634905801,0.040000000000000036,0.5780143954807835,0.22777847306535542,0.20843102745985423,0.4362095005252097,0.5700000000000005,0.19528094012434039,1.35,0.26362926916785956,11,1.0,0.9529333333333333,dataset/51/right-18.00.21.476.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
76,463.0,185.0,0.5359454158729889,0.6524552888888562,0.20000000000000018,0.5942003523809225,0.2499468773388085,0.1781234925255777,0.4280703698643862,0.6700000000000006,0.22525780713855822,1.34,0.30184546156566805,11,0.9852941176470589,0.9741333333333333,dataset/76/right-19.45.11.352.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
82,445.0,189.0,0.520621685762102,0.5828699307988752,0.1100000000000001,0.5517458082804886,0.2094820011983958,0.2185219915596977,0.42800399275809353,0.5700000000000006,0.19160752340821963,1.36,0.2605862318351787,11,0.9833333333333333,0.9196,dataset/82/right-20.14.10.418.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
87,451.0,190.0,0.5199057889311325,0.6149423309938127,0.17000000000000015,0.5674240599624726,0.2104594792586077,0.20210726838820697,0.41256674764681467,0.6900000000000006,0.22358012445766026,1.32,0.2951257642841116,11,0.971830985915493,0.9790666666666666,dataset/87/right-20.31.00.370.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
97,462.0,188.0,0.5190341628322223,0.5846591719259516,0.1100000000000001,0.5518466673790869,0.223210122756186,0.16152880570702538,0.3847389284632114,0.6100000000000005,0.18432568115953032,1.24,0.2285638446378176,11,1.0,0.9809333333333333,dataset/97/right-12.01.06.346.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
98,346.0,167.0,0.5841325664667865,0.5672825885879368,0.030000000000000027,0.5757075775273617,0.14172505388481724,0.2508018450808327,0.39252689896564996,0.5700000000000004,0.17572524615307894,1.35,0.2372290823066566,11,1.0,0.9878,dataset/98/right-12.04.46.900.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
99,407.0,175.0,0.5607762718223241,0.5267898311058197,0.06000000000000005,0.5437830514640719,0.20359570845169522,0.17991666186784613,0.38351237031954133,0.6700000000000004,0.20181064056374387,1.24,0.2502451942990424,11,1.0,0.9372,dataset/99/right-12.07.51.244.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
100,366.0,170.0,0.5682749597854385,0.5232630817826315,0.08000000000000007,0.545769020784035,0.1885484978912426,0.1783607897839895,0.3669092876752321,0.5700000000000004,0.1642568319839483,1.29,0.2118913132592933,11,1.0,0.8872,dataset/100/right-12.13.31.385.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
102,378.0,171.0,0.5982212938274024,0.5151350030180409,0.15000000000000013,0.5566781484227217,0.2322776979528067,0.1782287550533833,0.41050645300619,0.6200000000000006,0.19989482883739496,1.22,0.24387169118162183,11,0.9841269841269841,0.9124,dataset/102/right-12.19.51.764.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
103,382.0,172.0,0.5311435526324477,0.5736350368430436,0.08000000000000007,0.5523892947377457,0.20897024925245677,0.1901973186331021,0.39916756788555885,0.5500000000000005,0.17242801108782946,1.35,0.23277781496856978,11,1.0,0.9912,dataset/103/right-12.24.09.149.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
104,408.0,175.0,0.5579194818698623,0.6199105354109582,0.10000000000000009,0.5889150086404102,0.18670711794004013,0.18030447048594714,0.36701158842598725,0.6000000000000005,0.1729501364972105,1.18,0.20408116106670837,11,0.9836065573770492,0.9727333333333333,dataset/104/right-12.28.17.846.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
105,323.0,164.0,0.4733675330443795,0.5667953356189281,0.15000000000000013,0.5200814343316538,0.1970130280137316,0.18533057248593202,0.38234360049966365,0.5500000000000006,0.16516057889056213,1.16,0.19158627151305205,11,0.9821428571428571,0.988,dataset/105/right-12.31.06.341.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
107,409.0,177.0,0.5860342046768793,0.5274307842091913,0.10000000000000009,0.5567324944430353,0.1894186824291402,0.19436220143210448,0.38378088386124465,0.5600000000000005,0.16879564874573588,1.16,0.19580295254505362,11,0.9824561403508771,0.9773333333333334,dataset/107/right-12.35.51.089.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
110,417.0,176.0,0.5290333756749936,0.5715992794649357,0.07000000000000006,0.5503163275699647,0.13297652244668637,0.19363302086946696,0.32660954331615333,0.49000000000000044,0.12569408237960733,1.09,0.137006549793772,11,0.98,0.9708666666666667,dataset/110/right-12.43.43.016.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
111,243.0,145.0,0.5398585647696338,0.5563848473646227,0.030000000000000027,0.5481217060671282,0.23584475260767268,0.1873046351580847,0.4231493877657574,0.5600000000000006,0.18611082111662927,1.29,0.24008295924045175,11,1.0,0.9308666666666666,dataset/111/right-12.46.25.997.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
112,399.0,176.0,0.5432592441342627,0.5326071020924144,0.020000000000000018,0.5379331731133385,0.212728394025346,0.22211886949271106,0.434847263518057,0.6100000000000007,0.20833222769654802,1.55,0.32291495292964945,11,0.9838709677419355,0.9749333333333333,dataset/112/right-13.12.33.533.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
114,605.0,202.0,0.5760713736129446,0.5060813936412784,0.13000000000000023,0.5410763836271115,0.21582568473818464,0.22672123076702866,0.4425469155052133,0.6000000000000006,0.20854532079300037,1.38,0.28779254269434046,11,1.0,0.9785333333333334,dataset/114/right-13.20.39.991.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
117,399.0,175.0,0.540098805931,0.5718693239269412,0.06000000000000005,0.5559840649289707,0.20198779038152573,0.22443925995535124,0.426427050336877,0.5900000000000006,0.19759986307296912,1.38,0.27268781104069734,11,1.0,0.9418,dataset/117/right-13.29.21.432.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
119,495.0,193.0,0.5307129140784617,0.5719333345894102,0.08000000000000007,0.5513231243339359,0.22665114652276155,0.21503371232548954,0.4416848588482511,0.5900000000000005,0.20467010139452796,1.43,0.292678244994175,11,1.0,0.9624,dataset/119/right-13.34.35.087.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
120,493.0,188.0,0.5810806336493393,0.5756499735217753,0.010000000000000009,0.5783653035855573,0.2178061653169069,0.23093032814858314,0.44873649346549005,0.6000000000000004,0.21146209069032432,1.4,0.296046926966454,11,1.0,0.9836,dataset/120/right-13.38.22.934.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
122,486.0,189.0,0.5326104171839242,0.5747973809212648,0.08000000000000007,0.5537038990525944,0.22888442370302653,0.22738776226855828,0.4562721859715848,0.5800000000000005,0.20784609538542476,1.53,0.31800452593969986,11,1.0,0.9496666666666667,dataset/122/right-13.45.51.636.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
123,545.0,192.0,0.6060043570940683,0.580106734996031,0.050000000000000266,0.5930555460450497,0.24194960437668114,0.19158105746092893,0.4335306618376101,0.5900000000000006,0.20089156949440634,1.48,0.29731952285172136,11,1.0,0.9462,dataset/123/right-13.47.57.166.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
124,484.0,184.0,0.5076378239204864,0.5801575130519844,0.14,0.5438976684862353,0.2862604101576024,0.18078994230372614,0.46705035246132853,0.6200000000000004,0.22742870320310032,1.49,0.3388687677726195,11,1.0,0.9082,dataset/124/right-15.16.55.439.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
125,411.0,194.0,0.5196803347744677,0.5984197794372659,0.15000000000000002,0.5590500571058667,0.23494607741696236,0.1883863717849338,0.42333244920189617,0.5900000000000006,0.19616587158473076,1.56,0.30601875967218,11,0.984375,0.9494666666666667,dataset/125/right-15.19.57.973.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
126,512.0,190.0,0.565960488637969,0.565960488637969,0.0,0.565960488637969,0.21853417661037802,0.22529538960204337,0.4438295662124214,0.6000000000000006,0.2091497556988334,1.42,0.2969926530923434,11,1.0,0.8717333333333334,dataset/126/right-15.25.26.573.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
127,551.0,197.0,0.5800673028102743,0.489598090445369,0.17000000000000026,0.5348326966278216,0.19011986125506158,0.23565067851749222,0.4257705397725538,0.49000000000000044,0.16385570598339108,1.64,0.26872335781276135,11,1.0,0.9463333333333334,dataset/127/right-15.31.00.665.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
128,479.0,190.0,0.5294715746454828,0.5709987569706187,0.08000000000000007,0.5502351658080508,0.25111241124818473,0.2008893313381755,0.4520017425863602,0.7100000000000007,0.25205095032063946,1.46,0.3679943874681336,11,0.9861111111111112,0.8957333333333334,dataset/128/right-15.34.24.731.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
129,514.0,191.0,0.51445507251459,0.5948386775949949,0.15000000000000024,0.5546468750547924,0.2753917483098621,0.15452732756455384,0.42991907587441597,0.6100000000000007,0.20597116808678986,1.4,0.28835963532150577,11,0.984375,0.9487333333333333,dataset/129/right-15.41.02.257.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
130,548.0,202.0,0.5946852009902466,0.5067752147569057,0.17000000000000026,0.5507302078735761,0.19846407936744043,0.2315274195691597,0.42999149893660016,0.7600000000000007,0.2566630454914046,1.46,0.3747280464174507,11,0.9871794871794872,0.9446,dataset/130/right-15.43.36.017.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
132,418.0,179.0,0.6045329973762046,0.5727154711985096,0.06000000000000005,0.5886242342873571,0.2063014803141067,0.2108036433514113,0.417105123665518,0.7900000000000007,0.2587989424757453,1.5,0.38819841371361796,11,1.0,0.9277333333333333,dataset/132/right-15.54.38.838.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
133,531.0,198.0,0.5634810205927347,0.511785514116337,0.1000000000000002,0.5376332673545359,0.23171848049381022,0.22551338209331673,0.45723186258712695,0.6200000000000007,0.2226476203760891,1.48,0.32951847815661184,11,0.9841269841269841,0.9527333333333333,dataset/133/right-15.56.56.862.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
134,512.0,188.0,0.5269798741575139,0.5942539006457073,0.1200000000000001,0.5606168874016106,0.21094602206824034,0.19638166399201373,0.40732768606025405,0.6900000000000008,0.22074094740753283,1.32,0.29137805057794336,11,0.9861111111111112,0.9808666666666667,dataset/134/right-15.59.12.991.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
135,413.0,177.0,0.5629051450802364,0.5121929698477826,0.10000000000000009,0.5375490574640095,0.22049480107167269,0.2599719213163879,0.4804667223880606,0.49000000000000044,0.18490526385521563,1.62,0.29954652744544935,11,1.0,0.9482,dataset/135/right-16.01.20.679.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
136,563.0,207.0,0.5699246045936753,0.5914311934462669,0.040000000000000036,0.5806778990199711,0.23758085983599317,0.21225658395260572,0.4498374437885989,0.6000000000000006,0.2119809013073813,1.44,0.30525249788262904,11,1.0,0.9027333333333334,dataset/136/right-16.04.17.041.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
137,511.0,197.0,0.5288453966833939,0.5997215838677663,0.13000000000000012,0.5642834902755801,0.24673841720877793,0.17942087038713173,0.42615928759590965,0.5900000000000006,0.19747578585762973,1.48,0.292264163069292,11,0.9830508474576272,0.9518,dataset/137/right-16.06.45.941.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
138,495.0,182.0,0.4832177557505553,0.5882650939571978,0.20000000000000007,0.5357414248538765,0.28012180575051815,0.20656069295370286,0.486682498704221,0.6700000000000005,0.2561004922287842,1.42,0.3636626989648736,11,1.0,0.9379333333333333,dataset/138/right-16.13.36.508.ply,upper valley halfwidth + lower valley halfwidth,pi * virtual chest width * rightview chest depth / 4,median of 1cm-spaced profiles within +/-5cm of mean dual-valley station,dual_valley_virtual_width_rightview_chest_depth_v1.0,ok_experimental_virtual_chest_proxy
